vm_id,cpu_mean,cpu_last_3_days_mean,cpu_p95,cpu_max,cpu_below_5_pct,memory_mean,disk_mean,outbound_network_mean,possible_bursty,baseline_label,reference_label
704,2.9747956922730547,1.237160422299472,2.733333333333333,95.5,97.53889017877874,5.459445863141551,9.148091898234108,1.2214296577194184,True,True,False
706,0.9998814760310932,0.9124710648148148,1.0,26.525,99.53580132296624,6.65118181731436,100.3175939082258,0.0920308734629263,False,True,False
722,1.818520072855031,1.5685142596600927,2.6,18.5,99.23398328690809,6.544237263857626,78.6148970416641,7.737542556484053e-06,False,True,False
726,0.2528891665563352,0.2267395022899078,1.933333333333333,86.8,99.89573679332716,5.491759624798508,23.40527726572676,0.0624025264201353,True,True,False
746,0.6454240729543658,0.7157074997244268,0.7625,1.6604166666666669,100.0,0.3389056304121237,21.68353792499285,1.5646689473525532,False,True,False
748,0.6517932480161033,0.8044136491402116,0.8666666666666667,9.391666666666666,99.98839503307416,0.07938313379579,20.676808087081383,1.4740005787412076,False,True,False
75,1.898888162206788,0.9807098765432096,2.6,95.0,99.70970738504413,12.66604557867296,18.72338674833449,1.4850293050217576,True,True,False
759,1.104491041087427,1.2119598765432098,1.3333333333333337,13.4,99.51343836886004,1.244946757485356,143.66676171758422,1.1664509687100049,False,True,False
76,1.3099032016656538,0.7774691358024691,2.0666666666666664,95.06666666666666,99.8374550098688,9.065000650242723,10.79758938218534,0.6965334992677381,True,True,False
768,1.233375810936052,1.2381751543209871,1.5,5.5,99.98841519925855,5.522447875470493,17.583353147020315,1.5982794449140605,False,True,False
77,1.2341103076940083,0.6868165784832451,1.4,95.0,99.67494775946136,11.656486374722409,22.30723545280661,0.3896433823122933,True,True,False
777,0.8830308567422569,0.751850014697237,1.0666666666666669,69.43333333333334,99.40794056187602,2.986523899432893,25.502697971481343,1.1917977676684433,False,True,False
783,1.1352432369673748,1.1064814814814814,1.6333333333333335,47.8,99.52397538604436,4.557226725741116,29.64879542551957,1.408951584813654,False,True,False
79,1.150672742117523,1.044995590828924,1.142857142857143,92.0,99.63691376701966,7.73878277307287,26.94878718734619,0.248520761470837,True,True,False
794,1.7793256622489162,1.990833057760141,2.0583333333333336,4.891666666666667,100.0,4.608644295695,66.15323066825847,1.44453563063709,False,True,False
799,0.6603176904679051,0.6323688271604937,0.9,13.633333333333333,99.91880292309476,6.399040373983821,8.25502084171612,0.0165874028534972,False,True,False
8,0.2413323937554206,0.0,0.0,92.36666666666666,99.6778590013629,2.1048007474287163,15.770883409738568,0.2461115929459381,True,True,False
80,0.9264863526091331,0.8935185185185185,1.2,20.4,99.29209701752347,10.125611474931048,21.424345045564728,0.3569067761246013,False,True,False
806,0.1112490812734517,1.110814986481267,0.5,97.56666666666666,99.84913542996402,4.763292861436269,7.0039302154655525,0.1918378399288228,True,True,False
811,0.0990886280231684,0.9881338183421516,0.5,98.64285714285714,99.84911792014856,2.7848444607933023,6.0187055091302994,0.0488703187867533,True,True,False
838,1.019127305815204,1.022559799382716,1.1,3.283333333333333,100.0,6.410505753596334,10.984822014503544,0.0024705655278903,False,True,False
84,1.1950625374264692,1.15040233686067,1.4,17.333333333333332,99.96518509922248,10.41207279209367,8.4593492993023,0.2855058507054561,False,True,False
85,1.067972887327726,1.0447007275132276,1.2666666666666666,10.733333333333333,99.95358551868183,10.129115245693564,8.20469878809981,0.1913513596328634,False,True,False
859,0.958687734897272,0.4309027777777778,1.2666666666666666,102.4,97.29667014734888,10.116016990480844,58.02582202543044,0.2665738413911055,True,True,False
874,0.6024364434392225,0.3810185185185186,1.2,18.0,99.25891616489116,8.017544000278694,18.77012441009662,0.2146861906299145,False,True,False
878,1.9735100378863413,1.9465804883438296,2.666666666666667,16.266666666666666,98.83020616168636,19.86872491114922,27.38318615951521,0.6908046596545555,False,True,False
88,0.3887112125473446,0.2954816017316017,1.0,30.933333333333334,99.94209612044008,7.7844182244274975,9.497647870047984,0.3563330342050666,False,True,False
886,0.486358351256405,0.3953703703703703,0.7333333333333333,13.8,99.96524559777572,7.3499140423204015,9.178042419235076,0.1366909011979678,False,True,False
89,0.4018544959057007,0.5061358494730454,0.8,15.266666666666667,99.96524559777572,7.628854418258867,9.036543253819088,0.3056315244713066,False,True,False
893,2.0022938480736325,1.7418209876543211,2.6,18.53333333333333,99.74528192659488,0.8740919356100785,188.0698753287673,0.2568784154751504,False,True,False
9,0.2416896412861656,0.0,0.0,92.23333333333332,99.67783904342976,2.01088398861323,15.893583627614976,0.253166883505772,True,True,False
90,0.4702250871715902,0.3821268341546442,1.2,14.0,99.96526169522927,7.364474917197338,8.360682948362431,0.0604887624341074,False,True,False
91,0.5305344202217394,1.0156365239698573,1.0666666666666669,13.8,99.96525767226404,7.644969024465812,9.622103995213434,0.3242021132698607,False,True,False
914,0.0065536985453419,0.0,0.0,5.4,99.98839368616528,7.869526510297169,2.6190429257629813,1.601611934890138,False,True,False
92,1.9594757609003608,1.978510802469136,2.1333333333333333,16.0,99.96525364836693,8.809181822343822,9.740978847806504,0.0143662375768004,False,True,False
967,1.3989081790123457,1.4640046296296296,2.2666666666666666,48.0,99.54861111111111,2.0574950684302946,16.174097222222223,1.8870756172839505,False,True,False
98,1.2158591621210613,1.4927385090768637,1.6,8.366666666666667,99.88390991409334,5.260870796750656,9.754690060732548,1.6445069899272362,False,True,False
